Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
CS,77.26,54.86,72.02,88.2,56.71,31.5,72.52,13.1,No,No,High,10,8.6
Mathematics,57.27,51.23,88.64,75.84,80.74,39.4,54.74,5.5,Yes,Yes,Low,2,6.0
Mathematics,70.15,97.39,96.22,65.16,98.97,91.0,93.65,13.3,No,Yes,High,6,8.1
CS,54.97,66.14,49.59,81.36,90.32,10.4,70.04,11.7,No,No,Low,4,7.2
Engineering,92.58,43.23,55.17,58.38,61.89,25.6,53.25,7.7,Yes,No,Low,2,7.1
Engineering,86.71,57.05,70.48,64.33,71.02,24.8,90.38,11.9,No,No,Low,4,5.2
CS,51.54,80.18,71.45,61.53,62.24,15.6,77.89,24.3,No,Yes,High,7,5.8
Mathematics,54.08,43.19,43.54,63.86,75.25,18.4,96.72,10.3,No,No,Medium,3,6.5
Engineering,58.14,88.38,51.43,70.07,88.67,26.7,98.61,13.9,Yes,No,High,4,5.6
CS,60.32,40.16,56.82,66.03,52.13,45.2,97.9,18.0,No,No,Low,10,5.6
Business,52.25,79.01,67.34,55.82,61.36,81.89999999999999,77.89,29.5,No,No,Medium,3,6.9
Mathematics,95.17,69.96,60.82,83.96,73.18,22.3,56.9,20.2,Yes,Yes,High,5,8.9
Mathematics,69.19,54.47,82.43,87.98,85.21,79.2,50.41,12.8,No,No,Low,9,8.5
Mathematics,57.32,81.14,59.78,83.07,98.38,17.6,61.97,28.7,No,Yes,Low,3,6.4
Mathematics,91.62,50.19,89.57,86.04,71.51,29.3,86.46,29.3,No,Yes,Low,7,5.3
Business,63.34,94.68,80.45,99.19,85.76,22.3,83.3,13.1,Yes,Yes,High,4,4.3
Business,75.83,52.72,52.04,99.59,88.6,84.1,53.18,28.0,No,No,Low,1,8.2
CS,59.76,92.87,89.22,53.91,97.39,17.4,51.83,19.5,No,Yes,Medium,2,9.0
Business,51.66,58.87,76.56,74.65,62.75,98.7,51.31,13.7,No,Yes,Low,6,4.6
Business,57.44,94.72,79.52,60.12,89.49,73.0,67.17,21.5,Yes,Yes,Medium,5,7.9
Engineering,81.48,69.84,83.9,87.7,84.44,1.1,97.84,29.1,Yes,No,Low,3,4.4
CS,62.21,52.02,82.4,73.61,79.32,18.5,73.9,27.4,Yes,Yes,Medium,6,8.4
Mathematics,69.06,77.61,62.69,57.26,94.44,92.7,68.27,17.2,No,No,Medium,5,5.3
Mathematics,59.69,76.77,90.88,97.26,57.28,67.4,81.0,26.2,No,No,High,1,8.0
Engineering,83.93,40.39,41.58,50.4,63.58,89.60000000000001,65.63,26.0,No,Yes,High,10,4.8
CS,89.94,50.84,65.83,84.69,82.27,7.5,97.89,7.6,No,Yes,High,5,6.6
Mathematics,71.06,77.35,59.74,91.6,57.99,56.6,78.88,15.7,No,No,Low,9,7.8
Business,76.09,99.92,55.07,76.14,50.06,22.1,67.46,9.8,No,No,Low,6,5.4
CS,50.77,54.0,60.21,72.97,71.08,25.0,65.83,19.1,Yes,No,High,3,4.4
CS,88.4,84.51,87.85,53.23,91.28,65.0,63.07,9.3,No,Yes,Low,8,6.7
CS,53.83,97.04,87.01,98.49,70.53,91.8,67.95,15.7,Yes,Yes,Medium,7,7.0
Mathematics,71.69,75.38,40.97,88.29,94.38,84.9,52.24,28.4,No,No,Low,10,5.0
CS,80.4,96.43,78.88,90.94,84.22,83.80000000000001,74.98,14.2,Yes,No,High,6,5.3
CS,96.56,52.92,92.24,99.94,83.27,51.4,90.87,27.5,No,No,High,7,8.8
Business,90.43,98.68,77.52,73.39,68.06,59.8,72.93,10.4,No,No,Low,2,8.4
CS,63.3,71.04,50.76,64.92,98.77,43.1,99.27,25.3,Yes,No,Medium,8,7.3
Mathematics,76.75,89.14,91.59,74.74,78.25,39.6,52.11,12.7,Yes,Yes,High,7,4.9
Mathematics,53.99,99.77,79.6,75.38,73.26,38.2,97.41,17.1,No,Yes,Low,9,4.6
CS,63.46,65.66,84.76,68.37,51.25,31.4,82.94,17.1,No,No,Medium,8,5.9
CS,89.67,65.55,83.66,81.43,58.44,7.4,98.85,11.7,Yes,No,Medium,6,5.2
Business,83.19,40.23,75.19,62.37,82.2,21.6,57.64,27.2,Yes,No,Low,2,6.8
Mathematics,71.58,84.29,53.69,64.52,85.91,84.9,73.99,21.1,No,No,Medium,7,8.2
Engineering,81.09,45.02,52.96,83.15,55.21,46.6,78.81,11.2,Yes,Yes,Medium,3,4.0
Engineering,83.98,81.38,63.65,57.81,90.94,48.7,92.62,28.8,Yes,No,Low,10,5.7
Mathematics,61.41,44.74,57.14,58.59,61.02,0.4,78.52,13.0,No,No,High,3,8.6
Engineering,55.59,89.7,66.19,51.76,90.59,26.9,96.73,7.8,Yes,Yes,Low,6,4.3
Mathematics,68.06,40.65,67.77,96.41,80.14,9.2,76.39,12.4,No,Yes,Low,3,4.8
Business,81.83,97.93,75.06,63.35,53.44,2.7,78.08,7.9,No,Yes,Medium,9,9.0
Business,63.48,70.13,88.98,53.9,78.98,20.1,91.41,13.8,No,Yes,Medium,2,4.7
Mathematics,62.74,44.14,45.51,78.98,50.77,9.9,95.43,5.7,No,No,High,5,4.7
Mathematics,99.0,89.51,57.78,58.48,81.9,40.6,75.79,29.3,No,Yes,High,7,5.1
Engineering,88.89,92.44,60.76,82.67,64.59,93.7,92.75,27.4,Yes,No,Medium,5,4.6
CS,63.23,63.58,83.63,53.24,68.58,34.300000000000004,76.91,27.8,No,No,Low,8,5.7
CS,93.98,56.52,79.95,56.22,67.09,47.6,54.26,8.5,No,Yes,Medium,7,6.5
CS,60.18,55.31,88.61,94.86,90.23,78.60000000000001,87.36,6.1,No,No,Medium,4,4.4
Business,96.86,79.07,84.76,66.33,56.75,96.5,85.6,10.4,No,No,Low,2,5.0
Mathematics,85.96,69.72,78.83,64.77,59.5,10.0,94.05,16.0,Yes,No,High,3,8.6
Business,53.74,80.93,83.77,64.77,87.14,96.8,60.39,16.5,Yes,Yes,High,2,8.1
Engineering,82.49,92.85,75.34,64.08,64.47,75.5,67.97,27.1,No,Yes,Medium,8,6.8
Engineering,59.98,43.29,78.77,51.53,60.7,73.3,74.5,11.2,No,No,Low,8,4.6
CS,94.2,49.04,43.45,88.31,86.52,49.6,51.57,24.9,Yes,Yes,Low,4,8.8
Mathematics,63.58,44.62,87.95,60.36,84.57,47.6,90.82,9.2,No,Yes,Low,7,8.9
Mathematics,59.56,85.33,49.56,62.88,52.61,93.0,81.72,25.1,Yes,Yes,Medium,9,4.7
Business,57.75,94.53,84.06,58.35,92.67,39.2,57.53,9.3,No,Yes,High,1,8.0
Mathematics,94.94,82.05,61.85,57.8,60.03,40.2,69.54,18.4,Yes,No,High,7,6.6
Business,92.44,67.91,98.28,69.61,97.34,69.3,65.84,14.4,No,No,High,1,8.8
Engineering,59.42,54.86,57.94,68.17,52.32,99.1,67.61,16.6,Yes,Yes,High,1,7.2
Business,50.86,55.42,87.84,60.82,90.62,92.9,53.87,15.1,No,Yes,Medium,6,8.6
Business,77.24,58.0,53.77,81.33,64.12,8.8,68.52,22.4,Yes,Yes,High,5,4.6
Business,77.4,66.55,87.22,86.76,64.79,23.5,82.9,11.7,No,Yes,Medium,5,9.0
Engineering,77.32,57.62,46.48,81.24,65.42,53.8,61.11,6.8,No,Yes,High,9,8.8
Mathematics,84.2,83.65,97.86,65.55,59.77,1.1,88.99,21.1,Yes,Yes,Low,8,8.0
Engineering,96.0,46.08,84.35,57.9,79.57,93.3,61.41,15.6,No,No,Low,9,8.0
Engineering,92.74,96.93,95.22,63.03,73.11,98.5,76.02,14.1,Yes,Yes,Low,5,7.8
CS,87.19,95.02,51.95,94.53,83.66,59.8,65.52,12.1,Yes,No,Low,4,6.5
Business,95.7,67.45,75.52,70.43,59.18,68.8,80.26,29.4,Yes,No,Medium,10,8.8
Mathematics,60.01,40.04,90.66,95.31,93.88,99.9,78.67,5.1,Yes,No,High,9,6.0
Business,68.86,58.26,54.02,50.79,81.32,13.2,88.2,24.8,Yes,No,Low,1,7.3
Business,69.28,97.83,72.67,75.89,70.49,22.1,63.95,25.1,No,Yes,Low,7,7.8
CS,60.42,50.68,47.66,74.05,69.29,74.9,77.31,27.6,No,Yes,Low,10,6.0
CS,78.53,82.89,53.98,97.02,62.94,0.8,72.49,27.2,No,No,High,7,8.8
Mathematics,79.37,68.63,40.44,57.11,58.32,49.900000000000006,60.56,27.9,Yes,Yes,Low,8,4.3
Engineering,94.26,50.37,75.12,66.52,69.62,73.8,57.25,24.5,No,Yes,Medium,9,8.5
Engineering,88.94,93.78,67.34,70.65,75.02,42.0,58.28,5.9,No,Yes,Low,10,7.3
Engineering,51.52,44.94,80.32,94.0,73.63,48.2,54.02,23.9,No,Yes,Medium,8,6.9
CS,85.3,98.87,65.34,72.77,52.16,99.2,72.45,22.8,No,No,High,1,5.7
Mathematics,73.42,56.4,59.92,63.08,56.78,20.4,61.76,7.8,No,Yes,Low,7,7.9
Engineering,51.12,94.38,85.56,54.61,96.38,97.7,61.02,15.3,No,Yes,Low,10,8.5
Business,98.56,63.55,64.25,62.97,55.75,64.5,71.44,22.3,No,No,High,8,4.4
CS,62.83,79.37,95.28,67.05,82.77,57.0,59.47,28.7,Yes,Yes,High,4,4.6
CS,95.71,98.67,79.73,74.12,53.11,87.0,60.8,18.1,Yes,Yes,Medium,4,4.8
Business,98.44,73.93,63.04,65.41,60.7,7.9,96.4,11.5,Yes,Yes,Medium,1,6.5
Mathematics,63.18,54.71,89.85,97.18,90.19,50.6,71.97,20.4,Yes,No,Medium,5,4.6
CS,80.47,41.32,51.28,90.81,81.97,47.400000000000006,79.05,29.1,No,Yes,Low,6,8.9
CS,78.59,53.29,55.94,90.73,99.46,26.5,90.9,18.7,No,Yes,Medium,1,8.5
Business,96.62,79.96,50.66,77.49,54.35,36.4,71.42,12.6,No,No,High,5,8.3
CS,70.5,56.4,52.93,88.97,64.6,42.400000000000006,97.71,22.4,Yes,No,High,1,6.6
Mathematics,78.27,98.28,88.77,94.04,57.71,83.0,95.1,29.0,No,Yes,High,9,6.8
Engineering,72.21,53.46,57.9,70.2,66.12,65.3,81.67,15.5,No,Yes,High,2,8.1
Mathematics,90.88,82.65,82.0,72.56,55.19,10.5,90.88,16.9,Yes,Yes,Low,3,8.8
CS,91.96,53.89,53.18,65.44,74.58,35.4,79.68,13.4,Yes,No,Low,1,8.4
Mathematics,69.61,64.84,51.89,55.99,83.92,93.4,54.29,21.3,Yes,No,Low,10,4.6
CS,99.49,86.21,54.5,73.14,71.76,58.7,63.83,28.0,No,Yes,High,1,4.1
Business,67.26,71.21,97.85,85.46,75.16,76.10000000000001,93.48,27.2,Yes,Yes,Medium,3,5.5
Engineering,52.05,53.32,42.34,56.22,61.58,91.4,95.18,8.8,No,No,High,1,5.3
CS,75.71,89.58,69.15,52.97,77.29,99.5,92.55,12.1,No,No,Medium,3,7.3
Mathematics,59.31,55.06,88.65,80.83,54.51,4.699999999999999,82.2,24.1,No,Yes,Medium,9,8.3
Mathematics,95.36,61.29,67.38,66.18,76.4,62.0,96.73,29.4,No,No,Medium,6,4.6
Mathematics,80.98,59.64,55.66,77.0,57.96,8.299999999999999,84.05,9.4,No,No,Low,3,8.5
Mathematics,82.33,63.33,79.34,56.89,86.34,59.8,96.32,22.5,Yes,Yes,High,7,4.4
CS,65.33,91.65,94.52,86.67,79.37,95.4,80.71,16.7,Yes,No,Low,4,6.2
Business,64.23,62.45,79.3,50.4,68.13,28.6,53.32,15.5,No,Yes,Medium,1,5.2
CS,88.29,78.74,84.69,53.82,91.08,35.8,87.55,14.9,Yes,Yes,Low,6,4.5
Mathematics,67.16,87.1,66.06,50.83,98.52,69.6,80.65,5.1,Yes,Yes,Medium,6,5.3
Business,89.45,95.69,86.97,60.65,94.8,63.1,83.09,9.4,Yes,No,High,8,7.1
Engineering,87.44,72.97,50.94,96.86,50.16,66.2,50.43,27.9,No,No,High,4,6.3
Business,57.16,81.74,68.9,53.73,64.77,70.7,89.14,11.4,No,No,Medium,7,6.4
CS,50.94,74.88,94.7,93.21,51.28,10.9,93.35,14.6,Yes,No,Medium,1,8.4
CS,73.57,40.58,97.4,64.31,72.83,88.80000000000001,82.91,17.8,Yes,Yes,Medium,5,9.0
Engineering,51.2,92.93,94.87,80.37,97.42,76.5,69.87,24.2,Yes,No,Low,3,5.8
Business,52.17,75.02,94.09,82.66,99.0,48.4,88.51,18.9,No,Yes,High,5,5.8
Mathematics,65.57,48.83,82.49,70.28,63.03,7.199999999999999,58.0,26.8,No,Yes,Low,3,6.4
CS,89.73,69.85,76.16,90.73,74.45,17.1,79.24,29.2,Yes,Yes,Medium,4,8.4
Mathematics,72.79,61.37,71.63,51.12,58.03,32.400000000000006,70.84,27.0,No,No,Low,2,6.4
CS,65.29,61.41,68.03,65.74,92.98,24.5,65.54,8.4,Yes,No,Medium,4,4.5
Mathematics,74.75,90.72,69.02,75.64,78.47,36.7,53.95,27.0,Yes,Yes,Low,1,6.8
Engineering,55.34,84.94,99.65,75.81,70.78,58.1,61.67,16.6,No,Yes,Medium,7,6.8
Engineering,71.67,86.67,99.64,55.99,96.44,3.0,50.1,27.2,Yes,No,Low,8,8.1
Mathematics,60.86,70.14,87.83,77.43,91.33,51.900000000000006,56.76,19.5,No,Yes,Medium,6,6.3
CS,79.98,65.21,79.92,77.23,86.99,1.4,56.35,10.7,Yes,Yes,Medium,8,4.5
Engineering,83.69,89.73,49.57,69.26,80.81,76.6,90.6,12.6,No,No,High,8,4.2
Engineering,83.37,61.51,59.86,87.44,64.05,78.8,57.68,7.5,No,No,High,2,6.8
Mathematics,62.74,61.37,81.47,50.16,52.16,67.30000000000001,61.18,17.7,No,Yes,Medium,2,5.0
CS,95.73,92.5,76.11,95.01,87.32,5.699999999999999,65.35,25.9,No,Yes,Low,1,5.2
Engineering,66.34,92.24,99.38,60.62,94.28,17.1,60.08,13.0,Yes,No,High,2,6.4
Engineering,96.01,42.2,61.92,80.97,85.59,83.80000000000001,50.24,20.0,Yes,No,Low,8,8.9
Business,57.56,71.2,59.07,74.29,93.03,99.0,54.49,29.3,Yes,Yes,Medium,6,6.1
Mathematics,71.36,40.15,70.14,52.32,53.32,59.1,56.07,21.6,No,No,High,10,6.6
CS,75.04,80.55,73.31,99.07,80.62,3.9,95.94,6.0,No,No,Medium,10,7.7
CS,86.34,70.3,65.6,84.3,88.75,48.6,73.2,21.7,Yes,No,Low,9,5.9
Engineering,62.55,50.34,97.11,62.87,95.23,48.7,92.66,5.1,No,No,High,8,6.2
Business,85.35,57.44,50.16,89.79,70.68,51.6,79.27,14.3,No,Yes,High,1,4.8
Engineering,71.67,71.48,85.65,56.01,84.72,54.900000000000006,79.36,18.8,No,No,Low,5,8.6
Engineering,55.96,87.77,85.28,71.95,88.66,66.5,89.37,23.0,No,No,Low,2,6.8
Engineering,53.24,68.07,85.35,84.15,68.85,47.1,90.27,23.0,Yes,No,High,7,4.5
Mathematics,67.02,56.92,82.04,66.92,94.72,98.4,95.17,12.4,Yes,No,Low,2,8.3
Mathematics,77.34,57.63,48.48,94.42,59.62,31.0,54.75,10.0,No,No,High,5,7.4
Business,97.41,98.52,84.81,75.02,52.07,67.6,91.62,8.2,Yes,No,Low,7,5.9
Business,59.83,89.45,59.42,83.88,53.35,26.3,89.69,9.0,No,No,Medium,1,4.1
Engineering,63.96,60.88,88.45,97.6,83.95,87.89999999999999,84.44,11.7,No,Yes,Low,5,4.4
CS,62.72,86.41,53.97,83.34,79.55,37.0,93.99,16.5,No,No,Low,7,8.2
Engineering,73.22,51.17,49.26,78.78,74.69,92.9,95.84,6.8,Yes,No,Low,9,4.7
Business,74.22,86.08,53.97,73.44,69.67,36.3,54.82,29.3,No,Yes,Low,4,4.7
Mathematics,79.91,74.3,89.05,70.65,69.42,3.5,62.1,22.5,No,Yes,Medium,9,4.2
Business,90.65,49.07,88.92,80.33,65.05,92.2,71.28,8.2,No,Yes,High,7,5.0
Mathematics,70.01,64.57,52.49,83.37,73.91,77.30000000000001,96.5,12.2,No,Yes,Low,5,6.9
Business,90.71,87.07,59.78,54.93,75.22,50.9,59.91,29.2,No,No,High,2,6.9
Engineering,59.25,61.22,60.86,88.57,84.35,79.6,78.32,25.7,Yes,Yes,Medium,4,7.2
Business,93.66,73.11,52.34,69.86,56.45,47.8,94.69,22.3,Yes,Yes,Low,2,6.6
Mathematics,62.39,95.9,58.37,60.73,67.39,66.6,86.42,14.4,No,Yes,Low,1,4.5
Business,64.65,40.28,69.87,74.15,56.87,9.0,54.73,15.4,No,No,Medium,4,7.6
Business,71.16,93.46,42.14,98.25,63.66,7.4,62.06,13.3,No,No,Medium,7,4.8
Business,88.59,65.06,82.46,69.92,82.86,25.7,80.61,17.9,Yes,Yes,High,1,5.2
Mathematics,87.89,60.0,81.28,78.14,58.08,72.4,56.27,15.5,Yes,Yes,Low,8,4.9
Mathematics,88.83,76.59,64.33,74.29,84.17,53.4,67.54,8.9,No,Yes,Medium,10,4.3
Engineering,85.29,90.16,74.64,58.87,65.69,94.6,83.61,29.2,No,Yes,High,2,7.5
Business,95.3,81.88,91.65,92.73,91.23,91.0,73.52,9.5,No,Yes,Low,2,6.5
Engineering,99.3,73.4,96.99,56.21,60.3,78.1,86.95,27.4,Yes,Yes,High,8,5.0
CS,58.46,99.33,59.96,94.53,50.79,7.7,71.93,22.9,Yes,Yes,Low,2,4.2
Engineering,57.16,88.08,86.22,53.74,70.62,76.7,92.4,24.6,Yes,No,High,5,8.4
Mathematics,94.69,77.8,70.49,95.24,87.6,98.1,84.57,14.7,No,No,Low,3,7.6
CS,68.92,95.23,76.52,78.94,63.04,32.0,98.99,29.1,Yes,Yes,Low,9,4.8
Engineering,89.51,91.13,83.76,78.54,66.84,99.4,72.82,28.6,No,Yes,Low,8,4.9
Engineering,57.46,47.28,51.52,57.06,88.44,72.30000000000001,51.13,19.9,No,Yes,Medium,1,6.4
CS,77.65,47.49,81.85,98.39,86.44,96.1,58.16,12.7,No,Yes,Low,5,7.2
Business,78.21,46.77,52.76,76.11,73.6,77.2,79.61,18.6,Yes,Yes,High,3,8.5
CS,95.43,92.45,86.34,52.26,59.81,84.7,66.09,12.0,No,Yes,High,5,5.5
Engineering,65.13,52.22,48.58,79.13,59.67,58.5,96.98,5.5,No,No,Medium,5,5.7
Business,67.62,87.53,76.5,83.39,73.04,19.9,74.93,12.1,Yes,No,Medium,1,4.4
CS,83.12,80.07,94.32,84.3,52.18,78.0,96.22,5.0,Yes,Yes,Low,10,7.6
Business,66.23,51.32,60.37,96.85,89.43,99.8,53.66,13.4,No,No,Low,9,5.8
CS,70.93,86.49,76.75,58.16,64.38,23.0,82.02,18.2,Yes,Yes,Medium,5,8.9
CS,91.76,50.73,91.83,92.97,78.72,84.3,93.01,11.2,Yes,No,High,7,5.8
Mathematics,93.82,59.37,75.46,82.67,72.01,48.1,72.6,9.8,No,No,Low,1,5.2
Mathematics,51.63,92.21,69.27,62.31,72.85,68.0,63.94,9.6,No,No,Medium,6,4.6
Engineering,86.72,72.93,78.1,56.18,65.64,95.2,60.62,14.1,No,Yes,Medium,1,4.3
CS,64.5,84.94,93.38,95.07,63.26,57.7,52.89,17.2,No,No,High,7,4.4
Business,95.53,58.89,67.15,57.37,97.73,11.4,84.91,18.4,Yes,No,Low,1,4.6
Business,79.99,85.08,85.4,90.37,70.87,17.9,53.75,11.0,Yes,Yes,Medium,5,6.1
CS,88.13,86.11,55.71,87.13,62.19,5.8,79.4,18.4,Yes,Yes,Medium,7,6.5
Business,66.34,75.05,62.55,72.86,52.17,35.5,83.14,11.5,Yes,Yes,High,9,7.1
CS,51.72,83.47,78.63,95.97,73.62,32.3,64.0,24.0,No,No,High,9,4.5
Mathematics,54.64,81.41,48.66,73.27,95.51,69.3,88.27,24.6,Yes,Yes,Medium,9,6.8
CS,75.49,83.51,57.32,53.35,91.46,54.8,55.28,11.0,No,No,High,10,8.0
Engineering,91.57,42.03,43.62,78.85,65.8,71.7,92.58,27.4,No,Yes,Low,8,8.0
CS,93.78,84.8,68.45,80.98,81.0,37.6,59.14,16.2,Yes,No,High,9,7.4
CS,69.06,57.33,42.02,77.44,71.63,83.3,61.11,5.6,No,Yes,Medium,1,7.5
Business,60.6,72.92,83.31,66.12,64.37,85.19999999999999,89.62,26.4,No,Yes,High,2,8.5
CS,59.54,90.62,60.41,52.32,64.5,91.4,63.02,16.8,Yes,Yes,Medium,10,6.1
Engineering,88.99,48.72,62.81,52.02,91.5,74.0,62.26,7.9,Yes,Yes,High,1,8.4
CS,75.72,93.9,79.06,71.93,79.1,9.4,82.72,15.7,Yes,No,Low,7,7.0
Mathematics,97.36,90.84,89.99,71.1,59.5,4.3,61.22,5.7,Yes,Yes,Low,1,6.6
Engineering,94.5,96.53,65.21,79.52,60.1,14.4,81.8,7.0,No,Yes,Medium,10,5.8
CS,85.63,75.93,93.85,90.77,80.12,16.7,74.06,28.2,Yes,No,Medium,8,5.2
Mathematics,64.45,93.41,42.55,96.35,91.14,61.7,86.88,8.6,Yes,No,Medium,9,6.6
Business,50.03,64.28,58.65,62.01,75.22,7.0,98.03,24.7,No,Yes,Low,10,7.0
CS,61.8,72.28,79.32,71.04,95.61,69.1,93.12,14.5,No,Yes,Medium,7,7.1
CS,88.04,92.79,78.78,56.25,98.98,26.1,74.74,25.1,No,No,High,4,5.5
CS,84.22,49.31,83.19,95.31,79.19,87.5,79.85,25.2,No,Yes,Low,2,8.3
Engineering,54.91,79.47,40.68,61.07,67.52,18.0,52.81,22.4,No,No,Low,4,6.8
Business,53.81,49.5,40.34,57.09,71.14,79.7,74.53,10.0,Yes,No,Medium,4,4.6
Mathematics,88.84,75.28,81.74,85.08,97.99,98.2,99.59,22.1,No,Yes,High,8,4.5
Mathematics,92.17,61.67,55.83,99.55,54.74,87.8,51.11,9.7,Yes,No,High,2,7.8
Mathematics,97.12,50.25,81.62,68.64,86.16,9.7,78.53,17.2,No,No,Low,3,6.1
Mathematics,89.89,42.55,50.45,55.28,76.34,23.1,57.83,22.1,Yes,Yes,Medium,6,5.1
Business,75.65,94.13,67.7,63.77,99.35,78.8,57.15,15.6,No,No,Low,8,6.2
Mathematics,70.74,42.72,90.28,51.65,84.64,45.6,78.58,28.9,No,Yes,High,8,8.1
Mathematics,61.54,54.99,84.71,73.95,83.77,33.6,57.79,15.7,Yes,No,Low,1,4.7
Mathematics,82.1,68.72,74.71,89.98,78.71,80.39999999999999,88.11,7.8,No,Yes,High,7,4.2
Business,66.61,56.39,55.56,92.57,87.32,33.5,65.98,7.8,No,No,Medium,10,4.1
Mathematics,79.33,47.49,42.91,75.88,59.38,82.69999999999999,96.12,8.0,No,Yes,Medium,4,4.1
Engineering,91.1,50.39,50.02,55.93,78.97,0.2,79.93,26.6,Yes,Yes,Low,3,5.3
Engineering,95.02,75.26,71.69,75.35,71.24,85.60000000000001,86.99,20.0,No,Yes,Medium,9,7.0
Business,62.03,65.3,98.32,50.6,75.15,6.9,52.5,24.8,No,No,Low,4,6.8
Mathematics,91.36,54.55,89.71,52.82,67.73,68.60000000000001,98.09,23.2,Yes,Yes,Low,9,6.8
Engineering,76.77,87.0,82.34,89.11,75.65,8.9,96.77,15.7,No,Yes,High,7,6.4
Mathematics,83.19,98.26,46.12,73.9,56.11,47.400000000000006,82.24,11.6,No,No,Low,2,7.3
Business,70.83,50.95,61.02,83.17,63.42,80.0,95.41,8.7,No,Yes,Medium,9,4.5
Business,98.07,95.3,66.71,54.39,66.14,27.1,61.61,26.0,No,Yes,Medium,6,6.5
Business,55.84,63.28,51.59,81.9,99.54,38.2,69.56,12.5,No,Yes,Low,3,5.8
Engineering,80.51,50.45,72.04,93.38,65.62,64.4,97.2,6.0,No,Yes,High,2,8.5
Business,94.44,73.96,41.86,55.97,92.71,80.7,56.99,10.3,Yes,Yes,Medium,6,6.3
CS,52.6,62.31,94.1,75.67,65.83,59.7,96.16,12.7,Yes,No,Low,5,6.6
Mathematics,89.04,60.29,77.06,88.49,91.85,91.0,57.88,28.5,Yes,No,Medium,8,6.6
Mathematics,92.08,98.38,75.03,55.6,82.33,95.3,57.51,29.6,No,Yes,Low,7,8.7
Business,76.2,76.45,86.98,62.46,50.77,63.8,78.63,15.3,No,No,Low,8,4.1
Business,60.65,62.24,72.4,69.58,65.8,86.0,88.09,18.2,No,Yes,Medium,6,8.1
Mathematics,61.38,96.81,53.75,76.5,50.9,25.0,63.2,16.2,No,No,High,3,4.2
Business,60.22,66.02,70.0,55.05,98.68,36.9,88.39,28.6,Yes,Yes,High,3,8.7
Mathematics,56.39,67.87,91.56,52.92,77.08,42.5,69.69,19.6,No,No,Low,8,7.9
CS,88.98,58.58,74.79,87.23,93.87,85.9,61.4,26.3,No,Yes,High,8,5.4
Mathematics,63.82,80.9,90.5,86.4,95.19,39.900000000000006,69.49,8.6,No,No,Low,7,8.9
Engineering,68.34,61.51,50.2,59.37,64.49,13.2,84.68,5.2,Yes,Yes,Medium,10,8.5
CS,74.72,83.77,73.81,77.19,53.83,57.0,65.26,29.3,No,No,High,5,6.1
CS,77.64,44.11,92.81,72.0,53.65,13.0,97.36,22.1,No,No,Medium,4,4.7
Engineering,91.02,56.5,42.61,74.7,68.47,65.7,67.92,15.4,No,No,Medium,7,4.8
Engineering,98.37,69.31,83.73,59.24,96.39,26.3,78.55,8.9,Yes,Yes,High,1,5.7
Business,75.26,87.18,78.51,66.45,64.62,3.5,89.64,29.5,Yes,Yes,Medium,4,4.0
Business,80.67,72.36,68.19,58.43,76.21,0.1,82.72,20.2,Yes,Yes,High,8,8.0
CS,64.12,61.59,57.89,64.65,80.35,58.2,55.18,9.3,No,Yes,High,7,4.0
Mathematics,64.37,78.82,87.04,66.19,75.71,26.7,79.1,21.7,Yes,No,Medium,6,8.7
Business,99.48,90.62,73.67,91.5,56.73,21.9,66.24,16.6,No,No,Low,4,8.6
CS,73.0,66.25,55.79,99.24,59.61,80.39999999999999,53.71,27.5,No,Yes,Medium,4,8.2
Business,66.28,83.26,83.84,83.47,51.41,16.0,86.0,8.4,No,No,High,1,8.2
Mathematics,67.14,69.97,72.24,60.03,80.3,72.4,94.54,26.3,No,No,Medium,3,6.9
Mathematics,53.86,82.89,91.77,80.23,53.8,22.7,56.87,8.3,Yes,Yes,Medium,4,6.3
CS,57.21,45.13,42.35,80.31,58.6,2.1,83.59,29.8,Yes,Yes,Low,1,7.0
Mathematics,84.01,88.85,63.19,89.55,57.45,98.4,54.29,12.8,No,No,High,3,5.4
Engineering,60.23,96.43,76.0,94.4,66.49,31.0,63.87,28.0,Yes,No,Low,2,7.5
Mathematics,83.98,54.06,61.51,88.25,57.61,44.400000000000006,50.44,16.3,No,No,Low,3,6.7
Mathematics,92.88,60.64,85.47,65.01,85.5,29.4,80.96,14.3,No,No,Low,9,8.9
Business,61.57,95.22,79.1,60.94,50.11,50.4,92.06,19.0,No,Yes,High,5,7.6
CS,54.26,53.01,59.58,58.42,72.54,84.7,51.38,24.3,No,No,High,1,5.9
CS,63.67,51.14,93.05,90.81,90.07,16.4,72.79,21.5,No,Yes,High,5,4.3
Mathematics,81.38,44.03,53.55,95.38,98.08,75.19999999999999,96.26,24.3,No,No,Medium,7,6.2
Engineering,85.21,79.62,42.12,96.81,70.38,87.89999999999999,70.89,28.8,Yes,No,High,3,5.3
Business,55.99,40.42,89.68,93.46,72.04,24.3,61.16,24.3,Yes,Yes,Low,5,5.4
Business,51.81,99.36,99.07,73.48,83.84,37.7,62.91,13.1,No,Yes,Low,9,7.5
